question,answer
"What was the average household expenditure on Video equipment for Population centre 1,000 to 29,999 in 2021?",$164.0
"What was the average household expenditure on DVD players, Blu-Ray players and other video equipment and accessories for Population centre 1,000 to 29,999 in 2021?",$22.0
"What was the average household expenditure on Televisions for Population centre 1,000 to 29,999 in 2021?",$143.0
"What was the average household expenditure on Pre-recorded media, music downloads and blank audio and video media for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Home entertainment services for Population centre 1,000 to 29,999 in 2021?",$42.0
"What was the average household expenditure on Rental of videotapes, DVDs and video games for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment for Population centre 1,000 to 29,999 in 2021?",$42.0
"What was the average household expenditure on Recreational services for Population centre 1,000 to 29,999 in 2021?",$1006.0
"What was the average household expenditure on Entertainment for Population centre 1,000 to 29,999 in 2021?",$646.0
"What was the average household expenditure on Movie theatres for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Live sporting and performing arts events for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Admission fees to museums, zoos and other sites for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Television and satellite radio services (including installation, service and pay TV charges) for Population centre 1,000 to 29,999 in 2021?",$612.0
"What was the average household expenditure on Use of recreational facilities and fees for other recreational activities for Population centre 1,000 to 29,999 in 2021?",$229.0
"What was the average household expenditure on Dues and fees for sports and recreational activities and athletic and recreational facilities for Population centre 1,000 to 29,999 in 2021?",$203.0
"What was the average household expenditure on Children's camps for Population centre 1,000 to 29,999 in 2021?",$26.0
"What was the average household expenditure on Package trips for Population centre 1,000 to 29,999 in 2021?",$93.0
"What was the average household expenditure on Other recreational services for Population centre 1,000 to 29,999 in 2021?",$38.0
"What was the average household expenditure on Recreational vehicles and associated services for Population centre 1,000 to 29,999 in 2021?",$1297.0
"What was the average household expenditure on Purchase of recreational vehicles for Population centre 1,000 to 29,999 in 2021?",$911.0
"What was the average household expenditure on Motorcycles and snowmobiles (purchase) for Population centre 1,000 to 29,999 in 2021?",$104.0
"What was the average household expenditure on All-terrain vehicles (purchase) for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Bicycles (purchase) for Population centre 1,000 to 29,999 in 2021?",$105.0
"What was the average household expenditure on Other recreational vehicles (purchase) for Population centre 1,000 to 29,999 in 2021?",$638.0
"What was the average household expenditure on Operation of recreational vehicles for Population centre 1,000 to 29,999 in 2021?",$386.0
"What was the average household expenditure on Insurance premiums for recreational vehicles for Population centre 1,000 to 29,999 in 2021?",$84.0
"What was the average household expenditure on Registration fees and licences for recreational vehicles for Population centre 1,000 to 29,999 in 2021?",$48.0
"What was the average household expenditure on Parking, storage fees and other dues for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Other expenses for recreational vehicles for Population centre 1,000 to 29,999 in 2021?",$220.0
"What was the average household expenditure on Education for Population centre 1,000 to 29,999 in 2021?",$907.0
"What was the average household expenditure on Tuition fees for Population centre 1,000 to 29,999 in 2021?",$814.0
"What was the average household expenditure on Tuition fees for kindergarten, elementary and secondary schools for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Tuition fees for university for Population centre 1,000 to 29,999 in 2021?",$366.0
"What was the average household expenditure on Tuition fees for other training (college, trade and professional institutions) for Population centre 1,000 to 29,999 in 2021?",$199.0
"What was the average household expenditure on Other educational services for Population centre 1,000 to 29,999 in 2021?",$14.0
"What was the average household expenditure on Personal interest courses and lessons (excluding driving lessons) for Population centre 1,000 to 29,999 in 2021?",$113.0
"What was the average household expenditure on Textbooks and school supplies for Population centre 1,000 to 29,999 in 2021?",$94.0
"What was the average household expenditure on Reading materials and other printed matter for Population centre 1,000 to 29,999 in 2021?",$176.0
"What was the average household expenditure on Newspapers for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Magazines and periodicals for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Books and E-Books (excluding school books) for Population centre 1,000 to 29,999 in 2021?",$105.0
"What was the average household expenditure on Maps, sheet music and other printed matter for Population centre 1,000 to 29,999 in 2021?",$nan
