question,answer
Tell me about Arts Umbrella.,"Arts Umbrella is located at 1286 Cartwright St, Vancouver, BC, V6H 3R8. It is in the Fairview area. It is a Educational primarily used for Educational Institution. The space is owned by Government. It is currently active. You can find more information at: www.artsumbrella.com."
Tell me about Athen's Cultural Club.,"Athen's Cultural Club is located at 114 W Broadway Av, Vancouver, BC, V5Y 1P3. It is in the Mount Pleasant area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Privately Owned. It is currently active. You can find more information at: https://m.facebook.com/Athens-Social-Club-376593195807818/."
Tell me about Backspace - Blake Williams.,"Backspace - Blake Williams is located at 1318 Grant St, Vancouver, BC, V5L 2X5. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It has 75 seats. It is currently active. You can find more information at: www.blakewilliams.ca."
Tell me about BAF Studio.,"BAF Studio is located at 258 E 1st Av, Vancouver, BC, V5T 1A6. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.burrardarts.org/about.html."
Tell me about BC Sports Hall of Fame Museum.,"BC Sports Hall of Fame Museum is located at 777 Pacific Blvd S, Vancouver, BC, V6B 4Y8. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Government. It is currently active. You can find more information at: www.bcsportshalloffame.com."
Tell me about Beaty Biodiversity Museum.,"Beaty Biodiversity Museum is located at 2212 Main Mall, Vancouver, BC, V6T 1Z4. It is in the UBC area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Other. It is currently active. You can find more information at: http://www.beatymuseum.ubc.ca/about."
Tell me about Betamax Studios.,"Betamax Studios is located at 2244 E Hastings St, Vancouver, BC, V5L 1V4. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://betamaxstudios.com/."
Tell me about Bird on a Wire Creations.,"Bird on a Wire Creations is located at 2950 W Broadway, Vancouver, BC, V6K 2G8. It is in the Kitsilano area. It is a Other primarily used for Retail. The space is owned by Privately Owned. It is currently active. You can find more information at: https://birdonawirecreations.com/about/."
Tell me about BMO Theatre Centre - Workshop.,"BMO Theatre Centre - Workshop is located at 201-162 W 1st Av, Vancouver, BC, V5Y 1A4. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Workshop. The space is owned by City of Vancouver. It is currently active."
Tell me about Canton-Sardine.,"Canton-Sardine is located at 71-268 Keefer St, Vancouver, BC, V6A 1X5. It is in the Downtown Eastside area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: https://canton-sardine.com/."
Tell me about Carousel Theatre for Young People.,"Carousel Theatre for Young People is located at 1411 Cartwright St, Vancouver, BC, V6H 3R7. It is in the Fairview area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Government. It is currently active. You can find more information at: www.carouseltheatre.ca."
Tell me about Catriona Jeffries Gallery.,"Catriona Jeffries Gallery is located at 950 E Cordova St, Vancouver, BC, V6A 1M6. It is in the Downtown Eastside area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.catrionajeffries.com?."
Tell me about CBC Outdoor Stage.,"CBC Outdoor Stage is located at 700 Hamilton St, Vancouver, BC, V6B 2R5. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by Government. It is currently active. You can find more information at: http://www.cbc.ca."
Tell me about Ceperley Meadow.,"Ceperley Meadow is located at 8701 Stanley Park Dr, Vancouver, BC, V6G 3E2. It is in the Stanley Park area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about Champlain Heights Community Centre.,"Champlain Heights Community Centre is located at 3350 Maquinna Dr, Vancouver, BC, V5S 4C6. It is in the Killarney area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: https://vancouver.ca/parks-recreation-culture/champlain-heights-community-centre.aspx."
Tell me about Chan Centre For The Performing Art - Royal Bank Cinema.,"Chan Centre For The Performing Art - Royal Bank Cinema is located at 6265 Crescent Rd, Vancouver, BC, V6T 1Z1. It is in the UBC area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 160 seats. It is currently active. You can find more information at: http://www.chancentre.com."
Tell me about Chan Centre For The Performing Art - Great Performers Lounge.,"Chan Centre For The Performing Art - Great Performers Lounge is located at 6265 Crescent Rd, Vancouver, BC, V6T 1Z1. It is in the UBC area. It is a Theatre/Performance primarily used for Other. The space is owned by Government. It has 275 seats. It is currently active. You can find more information at: http://www.chancentre.com."
Tell me about China Cloud.,"China Cloud is located at 524 Main St, Vancouver, BC, V6A 2T9. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: https://www.facebook.com/liveatthechinacloud/."
Tell me about Commodore Ballroom.,"Commodore Ballroom is located at 868 Granville St, Vancouver, BC, V6Z 1K3. It is in the Downtown area. It is a Cafe/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.commodoreballroom.ca?."
Tell me about Contemporary Art Gallery.,"Contemporary Art Gallery is located at 555 Nelson St, Vancouver, BC, V6B 6R5. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.contemporaryartgallery.ca?."
Tell me about Core Live/Work Studios.,"Core Live/Work Studios is located at 275 Alexander St, Vancouver, BC, V6A 1C2. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio with Residence. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.chf.bc.ca."
Tell me about Cottage Bistro.,"Cottage Bistro is located at 4470 Main St, Vancouver, BC, V5V 3R3. It is in the Riley Park area. It is a Cafe/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It has 80 seats. It is currently active. You can find more information at: http://cottage-bistro.com/."
Tell me about Croatian Cultural Centre.,"Croatian Cultural Centre is located at 3250 Commercial Dr, Vancouver, BC, V5N 4E4. It is in the Kensington-Cedar Cottage area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Non-Profit. It is currently active. You can find more information at: www.croatiancentre.com."
Tell me about David Lam Park.,"David Lam Park is located at 1300 Pacific Blvd, Vancouver, BC, V6Z 2V1. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about Douglas Park Community Centre.,"Douglas Park Community Centre is located at 801 W 22nd Av, Vancouver, BC, V5Z 1Z8. It is in the South Cambie area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: https://vancouver.ca/parks-recreation-culture/douglas-park-community-centre.aspx."
Tell me about Douglas Reynolds Gallery.,"Douglas Reynolds Gallery is located at 2335 Granville St, Vancouver, BC, V6H 3G4. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.douglasreynoldsgallery.com."
Tell me about Dr. Sun Yat-Sen Classical Chinese Garden.,"Dr. Sun Yat-Sen Classical Chinese Garden is located at 578 Carrall St, Vancouver, BC, V6B 5K2. It is in the Downtown area. It is a Museum/Gallery primarily used for Garden/Aquarium/Science Centre. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.vancouverchinesegarden.com?."
Tell me about Dunbar Community Centre.,"Dunbar Community Centre is located at 4747 Dunbar St, Vancouver, BC, V6S 2H2. It is in the Dunbar-Southlands area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://dunbarcentre.org/dunbar/."
Tell me about Dynamo Arts Association.,"Dynamo Arts Association is located at 30 E 6th Ave, Vancouver, BC, V5T 1J4. It is in the Mount Pleasant area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.dynamoarts.tumblr.com?."
Tell me about East Van Studios.,"East Van Studios is located at 870 E Cordova St, Vancouver, BC, V6A 1M4. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://eastvanstudios.wordpress.com/."
Tell me about eatArt.,"eatArt is located at 577 Great Northern Way, Vancouver, BC, V5T 1E1. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Government. It is currently active. You can find more information at: http://eatart.org/."
Tell me about Elan Fine Arts.,"Elan Fine Arts is located at 4-258 E 1st Av, Vancouver, BC, V5T 1A6. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: https://elanfineart.ca/."
Tell me about Emily Carr University of Art + Design.,"Emily Carr University of Art + Design is located at 520 E 1st Av, Vancouver, BC, V5T 0H2. It is in the Strathcona area. It is a Educational primarily used for Educational Institution. The space is owned by Other. It is currently active. You can find more information at: www.ecuad.ca."
